'attr_id1','attr_id2','schema_matching_similarity_score'
6180,7463,0.76
6207,7463,0.76
6208,7463,0.76
6235,7463,0.76
6236,7463,0.76
6263,7463,0.76
6264,7463,0.76
6265,7463,0.76
6290,7463,0.76
6291,7463,0.76
6292,7463,0.76
6293,7463,0.76
6316,7463,0.76
6317,7463,0.76
6318,7463,0.76
6319,7463,0.76
6320,7463,0.76
6321,7463,0.76
6322,7463,0.76
6345,7463,0.76
6346,7463,0.76
6347,7463,0.76
6348,7463,0.76
6349,7463,0.76
6350,7463,0.76
6351,7463,0.76
6372,7463,0.76
6373,7463,0.76
6374,7463,0.76
6375,7463,0.76
6376,7463,0.76
6377,7463,0.76
6378,7463,0.76
6379,7463,0.76
6380,7463,0.76
6381,7463,0.76
6382,7463,0.76
6397,7463,0.76
6398,7463,0.76
6399,7463,0.76
6400,7463,0.76
6401,7463,0.76
6402,7463,0.76
6403,7463,0.76
5635,7465,0.76
5636,7465,0.76
5637,7465,0.76
5638,7465,0.76
5639,7465,0.76
5640,7465,0.76
5647,7465,0.76
5648,7465,0.76
5649,7465,0.76
5650,7465,0.76
5651,7465,0.76
5652,7465,0.76
5653,7465,0.76
5654,7465,0.76
5655,7465,0.76
5656,7465,0.76
5669,7465,0.76
5670,7465,0.76
5671,7465,0.76
5672,7465,0.76
5673,7465,0.76
5674,7465,0.76
5675,7465,0.76
5676,7465,0.76
5677,7465,0.76
5678,7465,0.76
5679,7465,0.76
5682,7465,0.76
5683,7465,0.76
5700,7465,0.76
5701,7465,0.76
5702,7465,0.76
5703,7465,0.76
5704,7465,0.76
5705,7465,0.76
5706,7465,0.76
5707,7465,0.76
5730,7465,0.76
5731,7465,0.76
5732,7465,0.76
5733,7465,0.76
5734,7465,0.75
5735,7465,0.76
5758,7465,0.76
5759,7465,0.76
5760,7465,0.76
5761,7465,0.76
5762,7465,0.76
5787,7465,0.76
5788,7465,0.76
5789,7465,0.76
5816,7465,0.76
5844,7465,0.75
5871,7465,0.75
5872,7465,0.75
5899,7465,0.76
5900,7465,0.75
5927,7465,0.76
5928,7465,0.76
5956,7465,0.76
5984,7465,0.76
6012,7465,0.76
6013,7465,0.76
6014,7465,0.76
6039,7465,0.76
6040,7465,0.75
6041,7465,0.76
6068,7465,0.76
6096,7465,0.76
6124,7465,0.76
6125,7465,0.76
6152,7465,0.76
6153,7465,0.76
6179,7465,0.76
6180,7465,0.76
6207,7465,0.76
6208,7465,0.76
6235,7465,0.76
6236,7465,0.76
6263,7465,0.76
6264,7465,0.76
6265,7465,0.76
6290,7465,0.76
6291,7465,0.76
6292,7465,0.76
6293,7465,0.76
6316,7465,0.76
6317,7465,0.76
6318,7465,0.76
6319,7465,0.76
6320,7465,0.76
6321,7465,0.76
6322,7465,0.76
6345,7465,0.76
6346,7465,0.76
6347,7465,0.76
6348,7465,0.76
6349,7465,0.76
6350,7465,0.76
6351,7465,0.76
6372,7465,0.76
6373,7465,0.76
6374,7465,0.76
6375,7465,0.76
6376,7465,0.76
6377,7465,0.76
6378,7465,0.76
6379,7465,0.76
6380,7465,0.76
6381,7465,0.76
6382,7465,0.76
6397,7465,0.76
6398,7465,0.76
6399,7465,0.76
6400,7465,0.76
6401,7465,0.76
6402,7465,0.76
6403,7465,0.76
6404,7468,0.62
5632,7474,0.76
5633,7474,0.76
5634,7474,0.76
5635,7474,0.76
5636,7474,0.76
5637,7474,0.76
5638,7474,0.76
5639,7474,0.76
5640,7474,0.76
5641,7474,0.76
5642,7474,0.76
5643,7474,0.76
5644,7474,0.76
5645,7474,0.76
5646,7474,0.76
5647,7474,0.76
5648,7474,0.76
5649,7474,0.76
5650,7474,0.76
5651,7474,0.76
5652,7474,0.76
5653,7474,0.76
5654,7474,0.76
5655,7474,0.76
5656,7474,0.76
5669,7474,0.76
5670,7474,0.76
5671,7474,0.76
5672,7474,0.76
5673,7474,0.76
5674,7474,0.76
5675,7474,0.76
5676,7474,0.76
5677,7474,0.76
5678,7474,0.76
5679,7474,0.76
5682,7474,0.76
5683,7474,0.76
5700,7474,0.76
5701,7474,0.76
5702,7474,0.76
5703,7474,0.76
5704,7474,0.76
5705,7474,0.76
5706,7474,0.76
5707,7474,0.76
5730,7474,0.76
5731,7474,0.76
5732,7474,0.76
5733,7474,0.76
5734,7474,0.76
5735,7474,0.76
5758,7474,0.76
5759,7474,0.76
5760,7474,0.76
5761,7474,0.76
5762,7474,0.76
5787,7474,0.76
5788,7474,0.76
5789,7474,0.76
5816,7474,0.76
5844,7474,0.75
5871,7474,0.75
5872,7474,0.76
5899,7474,0.76
5900,7474,0.76
5927,7474,0.76
5928,7474,0.76
5956,7474,0.76
5984,7474,0.76
6012,7474,0.76
6013,7474,0.76
6014,7474,0.76
6039,7474,0.76
6040,7474,0.76
6041,7474,0.75
6068,7474,0.76
6096,7474,0.76
6124,7474,0.76
6125,7474,0.76
6152,7474,0.76
6153,7474,0.76
6179,7474,0.76
6180,7474,0.76
6207,7474,0.76
6208,7474,0.76
6235,7474,0.76
6236,7474,0.76
6263,7474,0.76
6264,7474,0.76
6265,7474,0.76
6290,7474,0.76
6291,7474,0.76
6292,7474,0.76
6293,7474,0.76
6316,7474,0.76
6317,7474,0.76
6318,7474,0.76
6319,7474,0.76
6320,7474,0.76
6321,7474,0.76
6322,7474,0.76
6345,7474,0.76
6346,7474,0.76
6347,7474,0.76
6348,7474,0.76
6349,7474,0.76
6350,7474,0.76
6351,7474,0.76
6372,7474,0.76
6373,7474,0.76
6374,7474,0.76
6375,7474,0.76
6376,7474,0.76
6377,7474,0.76
6378,7474,0.76
6379,7474,0.76
6380,7474,0.76
6381,7474,0.76
6382,7474,0.76
6397,7474,0.76
6398,7474,0.76
6399,7474,0.76
6400,7474,0.76
6401,7474,0.76
6402,7474,0.76
6403,7474,0.76
5668,7481,0.54
5699,7481,0.54
5955,7481,0.54
5957,7481,0.54
5983,7481,0.54
5986,7481,0.54
6151,7481,0.54
6209,7481,0.54
6237,7481,0.54
6289,7481,0.54
6323,7481,0.54
5658,7485,0.51
5663,7485,0.54
5845,7485,0.51
5929,7485,0.53
6070,7485,0.53
6234,7485,0.53
6343,7485,0.53
6370,7485,0.53
5658,7500,0.51
5663,7500,0.54
5845,7500,0.51
5929,7500,0.53
6070,7500,0.53
6234,7500,0.53
6343,7500,0.53
6395,7500,0.51
5624,7599,0.59
5625,7599,0.59
5626,7599,0.59
5627,7599,0.59
5628,7599,0.59
5629,7599,0.59
5630,7599,0.6
5631,7599,0.59
5632,7599,0.59
5633,7599,0.59
5634,7599,0.59
5635,7599,0.59
5636,7599,0.59
5637,7599,0.6
5638,7599,0.59
5639,7599,0.59
5640,7599,0.59
5641,7599,0.59
5642,7599,0.59
5643,7599,0.59
5644,7599,0.59
5645,7599,0.59
5646,7599,0.59
5647,7599,0.59
5648,7599,0.59
5649,7599,0.59
5650,7599,0.59
5651,7599,0.59
5652,7599,0.59
5653,7599,0.59
5654,7599,0.59
5655,7599,0.59
5656,7599,0.59
5669,7599,0.59
5670,7599,0.59
5671,7599,0.59
5683,7599,0.59
5700,7599,0.59
5701,7599,0.59
5702,7599,0.59
5703,7599,0.59
5704,7599,0.59
5705,7599,0.59
5706,7599,0.59
5707,7599,0.59
5730,7599,0.59
5731,7599,0.59
5732,7599,0.59
5733,7599,0.59
5734,7599,0.59
5735,7599,0.59
5758,7599,0.6
5759,7599,0.6
5760,7599,0.59
5761,7599,0.6
5762,7599,0.6
5787,7599,0.59
5788,7599,0.6
5789,7599,0.6
5816,7599,0.6
5844,7599,0.59
5871,7599,0.59
5872,7599,0.59
5899,7599,0.6
5900,7599,0.6
5927,7599,0.6
5928,7599,0.59
5956,7599,0.59
5984,7599,0.59
6012,7599,0.59
6013,7599,0.59
6014,7599,0.59
6039,7599,0.59
6040,7599,0.6
6041,7599,0.59
6068,7599,0.59
6096,7599,0.59
6124,7599,0.59
6125,7599,0.59
6152,7599,0.59
6153,7599,0.59
6179,7599,0.59
6180,7599,0.6
6207,7599,0.6
6208,7599,0.6
6235,7599,0.6
6236,7599,0.6
6263,7599,0.59
6264,7599,0.59
6265,7599,0.59
6290,7599,0.6
6291,7599,0.59
6292,7599,0.59
6293,7599,0.59
6316,7599,0.59
6317,7599,0.6
6318,7599,0.59
6319,7599,0.59
6320,7599,0.6
6321,7599,0.59
6322,7599,0.59
6345,7599,0.59
6346,7599,0.59
6347,7599,0.6
6348,7599,0.59
6349,7599,0.59
6350,7599,0.6
6351,7599,0.59
6372,7599,0.59
6373,7599,0.59
6374,7599,0.59
6375,7599,0.59
6376,7599,0.59
6377,7599,0.6
6378,7599,0.59
6379,7599,0.59
6380,7599,0.6
6381,7599,0.59
6382,7599,0.59
6397,7599,0.6
6398,7599,0.59
6399,7599,0.6
6400,7599,0.6
6401,7599,0.6
6402,7599,0.6
6403,7599,0.6
5657,7619,0.61
5668,7619,0.64
5680,7619,0.61
5681,7619,0.62
5684,7619,0.62
5729,7619,0.61
5790,7619,0.61
5815,7619,0.61
5817,7619,0.59
5843,7619,0.61
5955,7619,0.63
5983,7619,0.63
5985,7619,0.61
5986,7619,0.63
6011,7619,0.61
6042,7619,0.61
6069,7619,0.61
6097,7619,0.61
6151,7619,0.51
6181,7619,0.63
6209,7619,0.63
6262,7619,0.61
6289,7619,0.63
6323,7619,0.63
6344,7619,0.61
6352,7619,0.61
6383,7619,0.61
5634,7672,0.76
5635,7672,0.76
5636,7672,0.76
5637,7672,0.76
5638,7672,0.76
5639,7672,0.76
5640,7672,0.76
5641,7672,0.76
5642,7672,0.76
5643,7672,0.76
5644,7672,0.76
5645,7672,0.76
5646,7672,0.76
5647,7672,0.76
5648,7672,0.76
5649,7672,0.76
5650,7672,0.76
5651,7672,0.76
5652,7672,0.76
5653,7672,0.76
5654,7672,0.76
5655,7672,0.76
5656,7672,0.76
5669,7672,0.76
5670,7672,0.76
5671,7672,0.76
5672,7672,0.76
5673,7672,0.76
5674,7672,0.76
5675,7672,0.76
5676,7672,0.76
5677,7672,0.76
5678,7672,0.76
5679,7672,0.76
5682,7672,0.76
5683,7672,0.76
5700,7672,0.76
5701,7672,0.76
5702,7672,0.76
5703,7672,0.76
5704,7672,0.76
5705,7672,0.76
5706,7672,0.76
5707,7672,0.76
5730,7672,0.75
5731,7672,0.75
5732,7672,0.75
5733,7672,0.75
5734,7672,0.75
5735,7672,0.75
5758,7672,0.75
5759,7672,0.76
5760,7672,0.75
5761,7672,0.76
5762,7672,0.76
5787,7672,0.76
5788,7672,0.75
5789,7672,0.76
5816,7672,0.75
5844,7672,0.76
5871,7672,0.76
5872,7672,0.76
5899,7672,0.76
5900,7672,0.76
5927,7672,0.76
5928,7672,0.76
5956,7672,0.76
5984,7672,0.76
6012,7672,0.76
6013,7672,0.76
6014,7672,0.76
6039,7672,0.76
6040,7672,0.76
6041,7672,0.76
6068,7672,0.76
6096,7672,0.76
6124,7672,0.76
6125,7672,0.76
6152,7672,0.76
6153,7672,0.76
6179,7672,0.76
6180,7672,0.76
6207,7672,0.76
6208,7672,0.76
6290,7672,0.76
6291,7672,0.76
6292,7672,0.76
6293,7672,0.76
6316,7672,0.76
6317,7672,0.76
6318,7672,0.76
6319,7672,0.76
6320,7672,0.76
6321,7672,0.76
6322,7672,0.76
6345,7672,0.76
6346,7672,0.76
6347,7672,0.76
6348,7672,0.76
6349,7672,0.76
6350,7672,0.76
6351,7672,0.76
6372,7672,0.76
6373,7672,0.76
6374,7672,0.76
6375,7672,0.76
6376,7672,0.76
6377,7672,0.76
6378,7672,0.76
6379,7672,0.76
6380,7672,0.76
6381,7672,0.76
6382,7672,0.76
6397,7672,0.76
6398,7672,0.76
6399,7672,0.76
6400,7672,0.76
6401,7672,0.76
6402,7672,0.76
6403,7672,0.76
5657,7682,0.63
5668,7682,0.72
5680,7682,0.62
5681,7682,0.62
5684,7682,0.63
5699,7682,0.7
5729,7682,0.62
5790,7682,0.62
5815,7682,0.62
5817,7682,0.62
5843,7682,0.62
5955,7682,0.71
5957,7682,0.7
5983,7682,0.71
5985,7682,0.62
5986,7682,0.71
6011,7682,0.62
6042,7682,0.62
6069,7682,0.62
6097,7682,0.62
6151,7682,0.7
6181,7682,0.71
6209,7682,0.71
6237,7682,0.7
6262,7682,0.62
6289,7682,0.71
6323,7682,0.71
6344,7682,0.62
6352,7682,0.62
6383,7682,0.62
5640,7694,0.76
5641,7694,0.76
5642,7694,0.76
5643,7694,0.76
5644,7694,0.76
5645,7694,0.76
5646,7694,0.76
5647,7694,0.76
5648,7694,0.76
5649,7694,0.76
5650,7694,0.76
5651,7694,0.76
5652,7694,0.76
5653,7694,0.76
5654,7694,0.76
5670,7694,0.76
5671,7694,0.76
5672,7694,0.76
5673,7694,0.76
5674,7694,0.76
5675,7694,0.76
5676,7694,0.76
5677,7694,0.76
5678,7694,0.76
5679,7694,0.76
5682,7694,0.76
5683,7694,0.76
5700,7694,0.76
5701,7694,0.76
5702,7694,0.76
5703,7694,0.76
5704,7694,0.76
5705,7694,0.76
5706,7694,0.76
5707,7694,0.76
5730,7694,0.76
5731,7694,0.76
5732,7694,0.75
5733,7694,0.76
5734,7694,0.76
5735,7694,0.76
5758,7694,0.75
5759,7694,0.76
5760,7694,0.76
5761,7694,0.76
5762,7694,0.75
5787,7694,0.76
5788,7694,0.76
5789,7694,0.76
5816,7694,0.76
5844,7694,0.76
5871,7694,0.76
5872,7694,0.75
5899,7694,0.76
5900,7694,0.75
5927,7694,0.76
5928,7694,0.76
5956,7694,0.76
5984,7694,0.76
6012,7694,0.76
6013,7694,0.76
6014,7694,0.76
6039,7694,0.76
6040,7694,0.75
6041,7694,0.76
6068,7694,0.76
6096,7694,0.76
6124,7694,0.76
6125,7694,0.76
6152,7694,0.76
6153,7694,0.76
6179,7694,0.76
6180,7694,0.76
6207,7694,0.76
6208,7694,0.76
6235,7694,0.76
6236,7694,0.76
6263,7694,0.76
6264,7694,0.76
6265,7694,0.76
6290,7694,0.76
6291,7694,0.76
6292,7694,0.76
6293,7694,0.76
6316,7694,0.76
6317,7694,0.76
6318,7694,0.76
6319,7694,0.76
6320,7694,0.76
6321,7694,0.76
6322,7694,0.76
6345,7694,0.76
6346,7694,0.76
6347,7694,0.76
6348,7694,0.76
6349,7694,0.76
6350,7694,0.76
6351,7694,0.76
6372,7694,0.76
6373,7694,0.76
6374,7694,0.76
6375,7694,0.76
6376,7694,0.76
6377,7694,0.76
6378,7694,0.76
6379,7694,0.76
6380,7694,0.76
6381,7694,0.76
6382,7694,0.76
6397,7694,0.76
6398,7694,0.76
6399,7694,0.76
6400,7694,0.76
6401,7694,0.76
6402,7694,0.76
6403,7694,0.76
5623,7696,0.76
5624,7696,0.76
5625,7696,0.76
5626,7696,0.76
5627,7696,0.76
5628,7696,0.76
5629,7696,0.76
5630,7696,0.76
5631,7696,0.76
5632,7696,0.76
5633,7696,0.76
5634,7696,0.76
5635,7696,0.76
5636,7696,0.76
5637,7696,0.76
5638,7696,0.76
5639,7696,0.76
5640,7696,0.76
5669,7696,0.76
5670,7696,0.76
5671,7696,0.76
5672,7696,0.76
5673,7696,0.76
5674,7696,0.76
5675,7696,0.76
5676,7696,0.76
5677,7696,0.76
5678,7696,0.76
5679,7696,0.76
5682,7696,0.76
5683,7696,0.76
5700,7696,0.76
5701,7696,0.76
5702,7696,0.76
5703,7696,0.76
5704,7696,0.76
5705,7696,0.76
5706,7696,0.76
5707,7696,0.76
5730,7696,0.76
5731,7696,0.76
5732,7696,0.76
5733,7696,0.76
5734,7696,0.75
5735,7696,0.76
5758,7696,0.76
5759,7696,0.76
5760,7696,0.76
5761,7696,0.76
5762,7696,0.76
5787,7696,0.76
5788,7696,0.76
5789,7696,0.76
5816,7696,0.76
5844,7696,0.75
5871,7696,0.75
5872,7696,0.75
5899,7696,0.76
5900,7696,0.75
5927,7696,0.76
5928,7696,0.76
5956,7696,0.76
5984,7696,0.76
6012,7696,0.76
6013,7696,0.76
6014,7696,0.76
6039,7696,0.76
6040,7696,0.75
6041,7696,0.76
6068,7696,0.76
6096,7696,0.76
6124,7696,0.76
6125,7696,0.76
6152,7696,0.76
6153,7696,0.76
6179,7696,0.76
6180,7696,0.76
6207,7696,0.76
6208,7696,0.76
6235,7696,0.76
6236,7696,0.76
6263,7696,0.76
6264,7696,0.76
6265,7696,0.76
6290,7696,0.76
6291,7696,0.76
6292,7696,0.76
6293,7696,0.76
6316,7696,0.76
6317,7696,0.76
6318,7696,0.76
6319,7696,0.76
6320,7696,0.76
6321,7696,0.76
6322,7696,0.76
6345,7696,0.76
6346,7696,0.76
6347,7696,0.76
6348,7696,0.76
6349,7696,0.76
6350,7696,0.76
6351,7696,0.76
6372,7696,0.76
6373,7696,0.76
6374,7696,0.76
6375,7696,0.76
6376,7696,0.76
6377,7696,0.76
6378,7696,0.76
6379,7696,0.76
6380,7696,0.76
6381,7696,0.76
6382,7696,0.76
6397,7696,0.76
6398,7696,0.76
6399,7696,0.76
6400,7696,0.76
6401,7696,0.76
6402,7696,0.76
6403,7696,0.76
6404,7699,0.62
5626,7705,0.76
5627,7705,0.76
5628,7705,0.76
5629,7705,0.76
5630,7705,0.76
5631,7705,0.76
5632,7705,0.76
5633,7705,0.76
5634,7705,0.76
5635,7705,0.76
5636,7705,0.76
5637,7705,0.76
5638,7705,0.76
5639,7705,0.76
5640,7705,0.76
5641,7705,0.76
5642,7705,0.76
5643,7705,0.76
5644,7705,0.76
5645,7705,0.76
5646,7705,0.76
5647,7705,0.76
5648,7705,0.76
5649,7705,0.76
5650,7705,0.76
5651,7705,0.76
5652,7705,0.76
5653,7705,0.76
5654,7705,0.76
5655,7705,0.76
5656,7705,0.76
5669,7705,0.76
5670,7705,0.76
5671,7705,0.76
5672,7705,0.76
5673,7705,0.76
5674,7705,0.76
5675,7705,0.76
5676,7705,0.76
5677,7705,0.76
5678,7705,0.76
5679,7705,0.76
5682,7705,0.76
5683,7705,0.76
5700,7705,0.76
5701,7705,0.76
5702,7705,0.76
5703,7705,0.76
5704,7705,0.76
5705,7705,0.76
5706,7705,0.76
5707,7705,0.76
5730,7705,0.76
5731,7705,0.76
5732,7705,0.76
5733,7705,0.76
5734,7705,0.76
5735,7705,0.76
5758,7705,0.76
5759,7705,0.76
5760,7705,0.76
5761,7705,0.76
5762,7705,0.76
5787,7705,0.76
5788,7705,0.76
5789,7705,0.76
5816,7705,0.76
5844,7705,0.75
5871,7705,0.75
5872,7705,0.76
5899,7705,0.76
5900,7705,0.76
5927,7705,0.76
5928,7705,0.76
5956,7705,0.76
5984,7705,0.76
6012,7705,0.76
6013,7705,0.76
6014,7705,0.76
6039,7705,0.76
6040,7705,0.76
6041,7705,0.75
6068,7705,0.76
6096,7705,0.76
6124,7705,0.76
6125,7705,0.76
6152,7705,0.76
6153,7705,0.76
6179,7705,0.76
6180,7705,0.76
6207,7705,0.76
6208,7705,0.76
6235,7705,0.76
6236,7705,0.76
6263,7705,0.76
6264,7705,0.76
6265,7705,0.76
6290,7705,0.76
6291,7705,0.76
6292,7705,0.76
6293,7705,0.76
6316,7705,0.76
6317,7705,0.76
6318,7705,0.76
6319,7705,0.76
6320,7705,0.76
6321,7705,0.76
6322,7705,0.76
6372,7705,0.76
6373,7705,0.76
6374,7705,0.76
6375,7705,0.76
6376,7705,0.76
6377,7705,0.76
6378,7705,0.76
6379,7705,0.76
6380,7705,0.76
6381,7705,0.76
6382,7705,0.76
6397,7705,0.76
6398,7705,0.76
6399,7705,0.76
6400,7705,0.76
6401,7705,0.76
6402,7705,0.76
6403,7705,0.76
5668,7712,0.54
5699,7712,0.54
5955,7712,0.54
5957,7712,0.54
5983,7712,0.54
5986,7712,0.54
6151,7712,0.54
6237,7712,0.54
6289,7712,0.54
6323,7712,0.54
6404,7723,0.6
6404,7728,0.56
5657,7731,0.53
5668,7731,0.53
5680,7731,0.53
5681,7731,0.53
5684,7731,0.53
5729,7731,0.53
5790,7731,0.53
5815,7731,0.53
5817,7731,0.53
5843,7731,0.53
5955,7731,0.53
5983,7731,0.53
5985,7731,0.53
5986,7731,0.53
6011,7731,0.53
6042,7731,0.53
6069,7731,0.53
6097,7731,0.53
6181,7731,0.53
6209,7731,0.53
6262,7731,0.53
6289,7731,0.53
6323,7731,0.53
6344,7731,0.53
6352,7731,0.53
6383,7731,0.53
5657,7751,0.61
5668,7751,0.61
5680,7751,0.61
5681,7751,0.61
5684,7751,0.61
5699,7751,0.6
5729,7751,0.61
5790,7751,0.61
5815,7751,0.61
5817,7751,0.61
5843,7751,0.61
5955,7751,0.61
5957,7751,0.6
5983,7751,0.61
5985,7751,0.61
5986,7751,0.61
6011,7751,0.61
6042,7751,0.61
6069,7751,0.61
6097,7751,0.61
6151,7751,0.6
6181,7751,0.61
6209,7751,0.61
6237,7751,0.6
6262,7751,0.61
6289,7751,0.61
6323,7751,0.61
6344,7751,0.61
6352,7751,0.61
6404,7753,0.72
6404,7768,0.72
6404,7773,0.57
6404,7774,0.55
5685,7802,0.61
5711,7802,0.51
5737,7802,0.62
5791,7802,0.51
5814,7802,0.53
5842,7802,0.63
5846,7802,0.62
5874,7802,0.61
5898,7802,0.61
5902,7802,0.63
6009,7802,0.59
6015,7802,0.58
6043,7802,0.62
6233,7802,0.62
6325,7802,0.59
6342,7802,0.51
6354,7802,0.51
6390,7802,0.61
6392,7802,0.51
5657,7803,0.63
5668,7803,0.64
5680,7803,0.64
5681,7803,0.63
5684,7803,0.63
5699,7803,0.58
5729,7803,0.64
5790,7803,0.64
5815,7803,0.64
5817,7803,0.64
5843,7803,0.64
5955,7803,0.63
5957,7803,0.58
5983,7803,0.64
5985,7803,0.63
5986,7803,0.63
6011,7803,0.63
6042,7803,0.64
6069,7803,0.64
6097,7803,0.64
6151,7803,0.58
6181,7803,0.63
6209,7803,0.63
6237,7803,0.59
6262,7803,0.64
6289,7803,0.63
6323,7803,0.64
6344,7803,0.63
6352,7803,0.63
6383,7803,0.64
5658,7804,0.59
5659,7804,0.63
5660,7804,0.61
5661,7804,0.6
5662,7804,0.7
5663,7804,0.6
5664,7804,0.71
5665,7804,0.63
5666,7804,0.7
5667,7804,0.53
5697,7804,0.59
5698,7804,0.71
5708,7804,0.53
5709,7804,0.61
5710,7804,0.7
5711,7804,0.58
5727,7804,0.59
5728,7804,0.65
5736,7804,0.63
5757,7804,0.63
5763,7804,0.75
5786,7804,0.56
5791,7804,0.59
5814,7804,0.53
5818,7804,0.65
5845,7804,0.59
5873,7804,0.65
5901,7804,0.61
5926,7804,0.64
5929,7804,0.61
5930,7804,0.53
5954,7804,0.62
5958,7804,0.7
5981,7804,0.58
5982,7804,0.7
6009,7804,0.51
6010,7804,0.71
6015,7804,0.51
6038,7804,0.54
6066,7804,0.62
6067,7804,0.58
6070,7804,0.61
6094,7804,0.6
6095,7804,0.53
6122,7804,0.61
6123,7804,0.59
6126,7804,0.64
6150,7804,0.62
6154,7804,0.64
6178,7804,0.54
6182,7804,0.61
6206,7804,0.54
6210,7804,0.61
6234,7804,0.61
6238,7804,0.63
6261,7804,0.61
6266,7804,0.64
6288,7804,0.6
6294,7804,0.56
6295,7804,0.61
6315,7804,0.6
6324,7804,0.72
6342,7804,0.52
6343,7804,0.6
6353,7804,0.64
6354,7804,0.53
6368,7804,0.58
6369,7804,0.72
6370,7804,0.61
6371,7804,0.56
5659,7809,0.56
5660,7809,0.63
5661,7809,0.69
5665,7809,0.56
5685,7809,0.67
5697,7809,0.69
5709,7809,0.63
5711,7809,0.68
5727,7809,0.68
5728,7809,0.56
5736,7809,0.64
5737,7809,0.67
5757,7809,0.64
5763,7809,0.61
5791,7809,0.69
5814,7809,0.68
5818,7809,0.61
5842,7809,0.65
5846,7809,0.65
5873,7809,0.58
5874,7809,0.65
5898,7809,0.68
5901,7809,0.64
5902,7809,0.65
5926,7809,0.62
5930,7809,0.65
5954,7809,0.63
5981,7809,0.68
6009,7809,0.68
6015,7809,0.64
6043,7809,0.65
6066,7809,0.64
6094,7809,0.69
6122,7809,0.72
6126,7809,0.57
6150,7809,0.63
6154,7809,0.55
6182,7809,0.69
6210,7809,0.69
6233,7809,0.67
6238,7809,0.66
6261,7809,0.64
6266,7809,0.61
6288,7809,0.71
6295,7809,0.7
6315,7809,0.72
6325,7809,0.65
6342,7809,0.66
6353,7809,0.57
6354,7809,0.65
6368,7809,0.67
6369,7809,0.51
6385,7809,0.63
6386,7809,0.71
6387,7809,0.69
6388,7809,0.63
6389,7809,0.73
6390,7809,0.67
6392,7809,0.65
6393,7809,0.69
6394,7809,0.57
6404,7816,0.71
5657,7817,0.64
5668,7817,0.63
5680,7817,0.63
5681,7817,0.64
5684,7817,0.63
5699,7817,0.59
5729,7817,0.63
5790,7817,0.63
5815,7817,0.63
5817,7817,0.64
5843,7817,0.64
5955,7817,0.63
5957,7817,0.59
5983,7817,0.63
5985,7817,0.63
5986,7817,0.63
6011,7817,0.64
6042,7817,0.64
6069,7817,0.63
6097,7817,0.64
6151,7817,0.59
6181,7817,0.64
6209,7817,0.63
6237,7817,0.59
6262,7817,0.63
6289,7817,0.63
6323,7817,0.63
6344,7817,0.64
6352,7817,0.63
6383,7817,0.63
5657,7818,0.63
5668,7818,0.64
5680,7818,0.63
5681,7818,0.64
5684,7818,0.63
5699,7818,0.58
5729,7818,0.63
5790,7818,0.63
5815,7818,0.64
5817,7818,0.64
5843,7818,0.64
5955,7818,0.63
5957,7818,0.58
5983,7818,0.63
5985,7818,0.63
5986,7818,0.63
6011,7818,0.64
6042,7818,0.64
6069,7818,0.63
6097,7818,0.63
6151,7818,0.59
6181,7818,0.64
6209,7818,0.64
6237,7818,0.58
6262,7818,0.63
6289,7818,0.63
6323,7818,0.63
6344,7818,0.64
6352,7818,0.63
6383,7818,0.63
5657,7819,0.64
5668,7819,0.63
5680,7819,0.63
5681,7819,0.63
5684,7819,0.63
5699,7819,0.59
5729,7819,0.64
5790,7819,0.63
5815,7819,0.63
5817,7819,0.63
5843,7819,0.63
5955,7819,0.64
5957,7819,0.59
5983,7819,0.64
5985,7819,0.64
5986,7819,0.64
6011,7819,0.64
6042,7819,0.64
6069,7819,0.64
6097,7819,0.63
6151,7819,0.59
6181,7819,0.63
6209,7819,0.64
6237,7819,0.58
6262,7819,0.64
6323,7819,0.64
6344,7819,0.63
6352,7819,0.64
6383,7819,0.63
5657,7820,0.52
5668,7820,0.51
5680,7820,0.52
5681,7820,0.51
5684,7820,0.51
5729,7820,0.52
5790,7820,0.52
5815,7820,0.52
5817,7820,0.52
5843,7820,0.51
5955,7820,0.52
5983,7820,0.52
5985,7820,0.52
5986,7820,0.52
6011,7820,0.52
6042,7820,0.52
6069,7820,0.51
6097,7820,0.51
6181,7820,0.51
6209,7820,0.51
6323,7820,0.51
6344,7820,0.51
6352,7820,0.52
6383,7820,0.51
5657,7822,0.64
5668,7822,0.63
5680,7822,0.63
5681,7822,0.63
5684,7822,0.63
5699,7822,0.58
5729,7822,0.63
5790,7822,0.63
5815,7822,0.63
5817,7822,0.63
5843,7822,0.63
5955,7822,0.64
5957,7822,0.59
5983,7822,0.64
5985,7822,0.64
5986,7822,0.64
6011,7822,0.64
6042,7822,0.64
6069,7822,0.63
6097,7822,0.63
6151,7822,0.59
6209,7822,0.63
6237,7822,0.58
6262,7822,0.64
6289,7822,0.63
6323,7822,0.63
6344,7822,0.63
6352,7822,0.64
6383,7822,0.63
5657,7823,0.64
5668,7823,0.64
5680,7823,0.63
5681,7823,0.63
5684,7823,0.63
5699,7823,0.58
5729,7823,0.63
5790,7823,0.63
5815,7823,0.63
5817,7823,0.63
5843,7823,0.64
5955,7823,0.64
5957,7823,0.59
5983,7823,0.64
5985,7823,0.64
5986,7823,0.64
6011,7823,0.64
6042,7823,0.64
6069,7823,0.64
6097,7823,0.64
